total_load_kips,water_level_inches
0,0
0.26102087,0.42829826
1.4095128,0.58126193
3.236659,1.0401529
5.063805,1.499044
5.1682134,1.713193
10.336427,3.1816444
15.400232,4.497132
20.098608,5.6902485
21.716938,6.1491394
22.030163,6.087954
22.917633,6.3938813
24.796984,6.883365
27.772621,7.5258126
32.105568,8.6271515
36.49072,9.72849
40.406033,10.7380495
43.433876,11.533461
45.469837,11.900574
45.99188,11.992352
46.461716,11.931167
46.61833,11.625239
46.670532,11.043977
46.51392,10.217973
