total_load_kips,water_level_inches
0,0
0.26102087,1.1625239
0.887471,2.416826
2.0359628,3.793499
3.3932714,5.1089864
5.324826,6.2409177
7.62181,7.403442
10.12761,8.382409
13.573086,9.422563
17.175175,10.462715
20.307425,11.258126
22.291183,11.839388
23.335266,12.053537
25.788862,12.787763
29.338747,13.76673
32.575405,14.562141
36.49072,15.510516
40.823666,16.581263
43.642693,17.22371
44.425755,17.376673
45.156612,17.437859
45.469837,17.193117
45.730858,16.703632
45.62645,16.122372
